date,open,high,low,close,volume,adjusted
2000-02-14,3101.47,3101.47,3101.47,3101.47,1000000000.0,3101.47
2000-02-15,3096.95,3096.95,3096.95,3096.95,1000000000.0,3096.95
2000-02-16,3105.97,3105.97,3105.97,3105.97,1000000000.0,3105.97
2000-02-17,3072.26,3072.26,3072.26,3072.26,1000000000.0,3072.26
2000-02-18,3059.29,3059.29,3059.29,3059.29,1000000000.0,3059.29
2000-02-22,3072.97,3072.97,3072.97,3072.97,1000000000.0,3072.97
2000-02-23,3086.14,3086.14,3086.14,3086.14,1000000000.0,3086.14
2000-02-24,3117.74,3117.74,3117.74,3117.74,1000000000.0,3117.74
2000-02-25,3133.7,3133.7,3133.7,3133.7,1000000000.0,3133.7
2000-02-28,3129.39,3129.39,3129.39,3129.39,1000000000.0,3129.39
2000-02-29,3155.86,3155.86,3155.86,3155.86,1000000000.0,3155.86
2000-03-01,3251.42,3251.42,3251.42,3251.42,1000000000.0,3251.42
2000-03-02,3246.9,3246.9,3246.9,3246.9,1000000000.0,3246.9
2000-03-03,3244.02,3244.02,3244.02,3244.02,1000000000.0,3244.02
2000-03-06,3284.67,3284.67,3284.67,3284.67,1000000000.0,3284.67
2000-03-07,3387.09,3387.09,3387.09,3387.09,1000000000.0,3387.09
2000-03-08,3217.77,3217.77,3217.77,3217.77,1000000000.0,3217.77
2000-03-09,3252.85,3252.85,3252.85,3252.85,1000000000.0,3252.85
2000-03-10,3239.22,3239.22,3239.22,3239.22,1000000000.0,3239.22
2000-03-13,3260.28,3260.28,3260.28,3260.28,1000000000.0,3260.28
2000-03-14,3247.87,3247.87,3247.87,3247.87,1000000000.0,3247.87
2000-03-15,3205.84,3205.84,3205.84,3205.84,1000000000.0,3205.84
2000-03-16,3218.96,3218.96,3218.96,3218.96,1000000000.0,3218.96
2000-03-17,3214.37,3214.37,3214.37,3214.37,1000000000.0,3214.37
2000-03-20,3115.91,3115.91,3115.91,3115.91,1000000000.0,3115.91
2000-03-21,3134.39,3134.39,3134.39,3134.39,1000000000.0,3134.39
2000-03-22,3122.76,3122.76,3122.76,3122.76,1000000000.0,3122.76
2000-03-23,3116.91,3116.91,3116.91,3116.91,1000000000.0,3116.91
2000-03-24,3152.56,3152.56,3152.56,3152.56,1000000000.0,3152.56
2000-03-27,3151.42,3151.42,3151.42,3151.42,1000000000.0,3151.42
2000-03-28,3125.9,3125.9,3125.9,3125.9,1000000000.0,3125.9
2000-03-29,3073.64,3073.64,3073.64,3073.64,1000000000.0,3073.64
2000-03-30,3090.67,3090.67,3090.67,3090.67,1000000000.0,3090.67
2000-03-31,3119.23,3119.23,3119.23,3119.23,1000000000.0,3119.23
2000-04-03,3087.48,3087.48,3087.48,3087.48,1000000000.0,3087.48
2000-04-04,3010.41,3010.41,3010.41,3010.41,1000000000.0,3010.41
2000-04-05,3036.43,3036.43,3036.43,3036.43,1000000000.0,3036.43
2000-04-06,3019.63,3019.63,3019.63,3019.63,1000000000.0,3019.63
2000-04-07,2991.23,2991.23,2991.23,2991.23,1000000000.0,2991.23
2000-04-10,2919.58,2919.58,2919.58,2919.58,1000000000.0,2919.58
2000-04-11,2927.16,2927.16,2927.16,2927.16,1000000000.0,2927.16
2000-04-12,3021.17,3021.17,3021.17,3021.17,1000000000.0,3021.17
2000-04-13,3026.96,3026.96,3026.96,3026.96,1000000000.0,3026.96
2000-04-14,2995.36,2995.36,2995.36,2995.36,1000000000.0,2995.36
2000-04-17,3019.99,3019.99,3019.99,3019.99,1000000000.0,3019.99
2000-04-18,3039.08,3039.08,3039.08,3039.08,1000000000.0,3039.08
2000-04-19,3101.37,3101.37,3101.37,3101.37,1000000000.0,3101.37
2000-04-20,3103.09,3103.09,3103.09,3103.09,1000000000.0,3103.09
2000-04-24,3116.24,3116.24,3116.24,3116.24,1000000000.0,3116.24
2000-04-25,3084.07,3084.07,3084.07,3084.07,1000000000.0,3084.07
2000-04-26,3045.01,3045.01,3045.01,3045.01,1000000000.0,3045.01
2000-04-27,3072.86,3072.86,3072.86,3072.86,1000000000.0,3072.86
2000-04-28,3090.82,3090.82,3090.82,3090.82,1000000000.0,3090.82
2000-05-01,3090.82,3090.82,3090.82,3090.82,1000000000.0,3090.82
2000-05-02,3090.82,3090.82,3090.82,3090.82,1000000000.0,3090.82
2000-05-03,3090.82,3090.82,3090.82,3090.82,1000000000.0,3090.82
2000-05-04,3090.82,3090.82,3090.82,3090.82,1000000000.0,3090.82
2000-05-05,3090.82,3090.82,3090.82,3090.82,1000000000.0,3090.82
2000-05-08,3249.85,3249.85,3249.85,3249.85,1000000000.0,3249.85
2000-05-09,3292.27,3292.27,3292.27,3292.27,1000000000.0,3292.27
2000-05-10,3297.39,3297.39,3297.39,3297.39,1000000000.0,3297.39
2000-05-11,3361.49,3361.49,3361.49,3361.49,1000000000.0,3361.49
2000-05-12,3387.04,3387.04,3387.04,3387.04,1000000000.0,3387.04
2000-05-15,3401.95,3401.95,3401.95,3401.95,1000000000.0,3401.95
2000-05-16,3411.92,3411.92,3411.92,3411.92,1000000000.0,3411.92
2000-05-17,3417.29,3417.29,3417.29,3417.29,1000000000.0,3417.29
2000-05-18,3466.13,3466.13,3466.13,3466.13,1000000000.0,3466.13
2000-05-19,3454.45,3454.45,3454.45,3454.45,1000000000.0,3454.45
2000-05-22,3394.1,3394.1,3394.1,3394.1,1000000000.0,3394.1
2000-05-23,3400.88,3400.88,3400.88,3400.88,1000000000.0,3400.88
2000-05-24,3483.07,3483.07,3483.07,3483.07,1000000000.0,3483.07
2000-05-25,3523.05,3523.05,3523.05,3523.05,1000000000.0,3523.05
2000-05-26,3503.63,3503.63,3503.63,3503.63,1000000000.0,3503.63
2000-05-30,3506.49,3506.49,3506.49,3506.49,1000000000.0,3506.49
2000-05-31,3436.91,3436.91,3436.91,3436.91,1000000000.0,3436.91
2000-06-01,3483.54,3483.54,3483.54,3483.54,1000000000.0,3483.54
2000-06-02,3500.3,3500.3,3500.3,3500.3,1000000000.0,3500.3
2000-06-05,3485.46,3485.46,3485.46,3485.46,1000000000.0,3485.46
2000-06-06,3485.62,3485.62,3485.62,3485.62,1000000000.0,3485.62
2000-06-07,3460.31,3460.31,3460.31,3460.31,1000000000.0,3460.31
2000-06-08,3468.15,3468.15,3468.15,3468.15,1000000000.0,3468.15
2000-06-09,3495.89,3495.89,3495.89,3495.89,1000000000.0,3495.89
2000-06-12,3562.23,3562.23,3562.23,3562.23,1000000000.0,3562.23
2000-06-13,3602.82,3602.82,3602.82,3602.82,1000000000.0,3602.82
2000-06-14,3595.72,3595.72,3595.72,3595.72,1000000000.0,3595.72
2000-06-15,3600.16,3600.16,3600.16,3600.16,1000000000.0,3600.16
2000-06-16,3543.9,3543.9,3543.9,3543.9,1000000000.0,3543.9
2000-06-19,3491.29,3491.29,3491.29,3491.29,1000000000.0,3491.29
2000-06-20,3554.84,3554.84,3554.84,3554.84,1000000000.0,3554.84
2000-06-21,3617.33,3617.33,3617.33,3617.33,1000000000.0,3617.33
2000-06-22,3684.84,3684.84,3684.84,3684.84,1000000000.0,3684.84
2000-06-23,3675.78,3675.78,3675.78,3675.78,1000000000.0,3675.78
2000-06-26,3648.64,3648.64,3648.64,3648.64,1000000000.0,3648.64
2000-06-27,3684.84,3684.84,3684.84,3684.84,1000000000.0,3684.84
2000-06-28,3659.27,3659.27,3659.27,3659.27,1000000000.0,3659.27
2000-06-29,3714.35,3714.35,3714.35,3714.35,1000000000.0,3714.35
2000-06-30,3681.85,3681.85,3681.85,3681.85,1000000000.0,3681.85
2000-07-03,3678.73,3678.73,3678.73,3678.73,1000000000.0,3678.73
2000-07-05,3544.01,3544.01,3544.01,3544.01,1000000000.0,3544.01
2000-07-06,3499.51,3499.51,3499.51,3499.51,1000000000.0,3499.51
2000-07-07,3529.41,3529.41,3529.41,3529.41,1000000000.0,3529.41
2000-07-10,3505.59,3505.59,3505.59,3505.59,1000000000.0,3505.59
2000-07-11,3517.48,3517.48,3517.48,3517.48,1000000000.0,3517.48
2000-07-12,3529.11,3529.11,3529.11,3529.11,1000000000.0,3529.11
2000-07-13,3595.78,3595.78,3595.78,3595.78,1000000000.0,3595.78
2000-07-14,3583.67,3583.67,3583.67,3583.67,1000000000.0,3583.67
2000-07-17,3541.55,3541.55,3541.55,3541.55,1000000000.0,3541.55
2000-07-18,3607.95,3607.95,3607.95,3607.95,1000000000.0,3607.95
2000-07-19,3573.7,3573.7,3573.7,3573.7,1000000000.0,3573.7
2000-07-20,3544.18,3544.18,3544.18,3544.18,1000000000.0,3544.18
2000-07-21,3474.11,3474.11,3474.11,3474.11,1000000000.0,3474.11
2000-07-24,3417.49,3417.49,3417.49,3417.49,1000000000.0,3417.49
2000-07-25,3406.75,3406.75,3406.75,3406.75,1000000000.0,3406.75
2000-07-26,3413.29,3413.29,3413.29,3413.29,1000000000.0,3413.29
2000-07-27,3435.64,3435.64,3435.64,3435.64,1000000000.0,3435.64
2000-07-28,3448.63,3448.63,3448.63,3448.63,1000000000.0,3448.63
2000-07-31,3399.09,3399.09,3399.09,3399.09,1000000000.0,3399.09
2000-08-01,3431.42,3431.42,3431.42,3431.42,1000000000.0,3431.42
2000-08-02,3482.65,3482.65,3482.65,3482.65,1000000000.0,3482.65
2000-08-03,3502.51,3502.51,3502.51,3502.51,1000000000.0,3502.51
2000-08-04,3574.48,3574.48,3574.48,3574.48,1000000000.0,3574.48
2000-08-07,3513.14,3513.14,3513.14,3513.14,1000000000.0,3513.14
2000-08-08,3534.43,3534.43,3534.43,3534.43,1000000000.0,3534.43
2000-08-09,3603.63,3603.63,3603.63,3603.63,1000000000.0,3603.63
2000-08-10,3665.14,3665.14,3665.14,3665.14,1000000000.0,3665.14
2000-08-11,3661.3,3661.3,3661.3,3661.3,1000000000.0,3661.3
2000-08-14,3679.87,3679.87,3679.87,3679.87,1000000000.0,3679.87
2000-08-15,3666.09,3666.09,3666.09,3666.09,1000000000.0,3666.09
2000-08-16,3685.81,3685.81,3685.81,3685.81,1000000000.0,3685.81
2000-08-17,3713.86,3713.86,3713.86,3713.86,1000000000.0,3713.86
2000-08-18,3738.12,3738.12,3738.12,3738.12,1000000000.0,3738.12
2000-08-21,3794.57,3794.57,3794.57,3794.57,1000000000.0,3794.57
2000-08-22,3729.78,3729.78,3729.78,3729.78,1000000000.0,3729.78
2000-08-23,3799.44,3799.44,3799.44,3799.44,1000000000.0,3799.44
2000-08-24,3779.38,3779.38,3779.38,3779.38,1000000000.0,3779.38
2000-08-25,3813.18,3813.18,3813.18,3813.18,1000000000.0,3813.18
2000-08-28,3866.17,3866.17,3866.17,3866.17,1000000000.0,3866.17
2000-08-29,3879.96,3879.96,3879.96,3879.96,1000000000.0,3879.96
2000-08-30,3927.23,3927.23,3927.23,3927.23,1000000000.0,3927.23
2000-08-31,3922.85,3922.85,3922.85,3922.85,1000000000.0,3922.85
2000-09-01,3938.15,3938.15,3938.15,3938.15,1000000000.0,3938.15
2000-09-05,3990.32,3990.32,3990.32,3990.32,1000000000.0,3990.32
2000-09-06,4058.88,4058.88,4058.88,4058.88,1000000000.0,4058.88
2000-09-07,4097.89,4097.89,4097.89,4097.89,1000000000.0,4097.89
2000-09-08,3986.34,3986.34,3986.34,3986.34,1000000000.0,3986.34
2000-09-11,4098.45,4098.45,4098.45,4098.45,1000000000.0,4098.45
2000-09-12,4046.63,4046.63,4046.63,4046.63,1000000000.0,4046.63
2000-09-13,3997.8,3997.8,3997.8,3997.8,1000000000.0,3997.8
2000-09-14,4020.26,4020.26,4020.26,4020.26,1000000000.0,4020.26
2000-09-15,4107.22,4107.22,4107.22,4107.22,1000000000.0,4107.22
2000-09-18,4161.69,4161.69,4161.69,4161.69,1000000000.0,4161.69
2000-09-19,4120.77,4120.77,4120.77,4120.77,1000000000.0,4120.77
2000-09-20,4124.39,4124.39,4124.39,4124.39,1000000000.0,4124.39
2000-09-21,4060.38,4060.38,4060.38,4060.38,1000000000.0,4060.38
2000-09-22,3971.22,3971.22,3971.22,3971.22,1000000000.0,3971.22
2000-09-25,3924.72,3924.72,3924.72,3924.72,1000000000.0,3924.72
2000-09-26,3924.97,3924.97,3924.97,3924.97,1000000000.0,3924.97
2000-09-27,3936.33,3936.33,3936.33,3936.33,1000000000.0,3936.33
2000-09-28,3828.5,3828.5,3828.5,3828.5,1000000000.0,3828.5
2000-09-29,3869.14,3869.14,3869.14,3869.14,1000000000.0,3869.14
2000-10-02,3869.14,3869.14,3869.14,3869.14,1000000000.0,3869.14
2000-10-03,3869.14,3869.14,3869.14,3869.14,1000000000.0,3869.14
2000-10-04,3869.14,3869.14,3869.14,3869.14,1000000000.0,3869.14
2000-10-05,3869.14,3869.14,3869.14,3869.14,1000000000.0,3869.14
2000-10-06,3869.14,3869.14,3869.14,3869.14,1000000000.0,3869.14
2000-10-09,3937.89,3937.89,3937.89,3937.89,1000000000.0,3937.89
2000-10-10,4042.88,4042.88,4042.88,4042.88,1000000000.0,4042.88
2000-10-11,4089.38,4089.38,4089.38,4089.38,1000000000.0,4089.38
2000-10-12,4266.15,4266.15,4266.15,4266.15,1000000000.0,4266.15
2000-10-13,4134.5,4134.5,4134.5,4134.5,1000000000.0,4134.5
2000-10-16,4010.79,4010.79,4010.79,4010.79,1000000000.0,4010.79
2000-10-17,4006.55,4006.55,4006.55,4006.55,1000000000.0,4006.55
2000-10-18,3988.79,3988.79,3988.79,3988.79,1000000000.0,3988.79
2000-10-19,3926.38,3926.38,3926.38,3926.38,1000000000.0,3926.38
2000-10-20,3982.21,3982.21,3982.21,3982.21,1000000000.0,3982.21
2000-10-23,4036.97,4036.97,4036.97,4036.97,1000000000.0,4036.97
2000-10-24,4001.13,4001.13,4001.13,4001.13,1000000000.0,4001.13
2000-10-25,3946.64,3946.64,3946.64,3946.64,1000000000.0,3946.64
2000-10-26,3966.75,3966.75,3966.75,3966.75,1000000000.0,3966.75
2000-10-27,3891.13,3891.13,3891.13,3891.13,1000000000.0,3891.13
2000-10-30,3886.05,3886.05,3886.05,3886.05,1000000000.0,3886.05
2000-10-31,3877.86,3877.86,3877.86,3877.86,1000000000.0,3877.86
2000-11-01,3922.45,3922.45,3922.45,3922.45,1000000000.0,3922.45
2000-11-02,3895.39,3895.39,3895.39,3895.39,1000000000.0,3895.39
2000-11-03,3926.19,3926.19,3926.19,3926.19,1000000000.0,3926.19
2000-11-06,3934.96,3934.96,3934.96,3934.96,1000000000.0,3934.96
2000-11-07,3992.79,3992.79,3992.79,3992.79,1000000000.0,3992.79
2000-11-08,4010.85,4010.85,4010.85,4010.85,1000000000.0,4010.85
2000-11-09,4068.7,4068.7,4068.7,4068.7,1000000000.0,4068.7
2000-11-10,4066.87,4066.87,4066.87,4066.87,1000000000.0,4066.87
2000-11-13,4106.51,4106.51,4106.51,4106.51,1000000000.0,4106.51
2000-11-14,4167.05,4167.05,4167.05,4167.05,1000000000.0,4167.05
2000-11-15,4252.11,4252.11,4252.11,4252.11,1000000000.0,4252.11
2000-11-16,4189.53,4189.53,4189.53,4189.53,1000000000.0,4189.53
2000-11-17,4252.18,4252.18,4252.18,4252.18,1000000000.0,4252.18
2000-11-20,4291.94,4291.94,4291.94,4291.94,1000000000.0,4291.94
2000-11-21,4304.71,4304.71,4304.71,4304.71,1000000000.0,4304.71
2000-11-22,4332.71,4332.71,4332.71,4332.71,1000000000.0,4332.71
2000-11-24,4338.48,4338.48,4338.48,4338.48,1000000000.0,4338.48
2000-11-27,4324.68,4324.68,4324.68,4324.68,1000000000.0,4324.68
2000-11-28,4211.68,4211.68,4211.68,4211.68,1000000000.0,4211.68
2000-11-29,4233.14,4233.14,4233.14,4233.14,1000000000.0,4233.14
2000-11-30,4235.22,4235.22,4235.22,4235.22,1000000000.0,4235.22
2000-12-01,4129.41,4129.41,4129.41,4129.41,1000000000.0,4129.41
2000-12-04,4172.09,4172.09,4172.09,4172.09,1000000000.0,4172.09
2000-12-05,4066.87,4066.87,4066.87,4066.87,1000000000.0,4066.87
2000-12-06,4191.62,4191.62,4191.62,4191.62,1000000000.0,4191.62
2000-12-07,4145.48,4145.48,4145.48,4145.48,1000000000.0,4145.48
2000-12-08,4103.65,4103.65,4103.65,4103.65,1000000000.0,4103.65
2000-12-11,4245.49,4245.49,4245.49,4245.49,1000000000.0,4245.49
2000-12-12,4130.73,4130.73,4130.73,4130.73,1000000000.0,4130.73
2000-12-13,4015.49,4015.49,4015.49,4015.49,1000000000.0,4015.49
2000-12-14,3929.4,3929.4,3929.4,3929.4,1000000000.0,3929.4
2000-12-15,4052.76,4052.76,4052.76,4052.76,1000000000.0,4052.76
2000-12-18,4113.79,4113.79,4113.79,4113.79,1000000000.0,4113.79
2000-12-19,4106.23,4106.23,4106.23,4106.23,1000000000.0,4106.23
2000-12-20,3975.27,3975.27,3975.27,3975.27,1000000000.0,3975.27
2000-12-21,4020.69,4020.69,4020.69,4020.69,1000000000.0,4020.69
2000-12-22,4007.14,4007.14,4007.14,4007.14,1000000000.0,4007.14
2000-12-26,4054.07,4054.07,4054.07,4054.07,1000000000.0,4054.07
2000-12-27,4076.63,4076.63,4076.63,4076.63,1000000000.0,4076.63
2000-12-28,4039.49,4039.49,4039.49,4039.49,1000000000.0,4039.49
2000-12-29,4147.9,4147.9,4147.9,4147.9,1000000000.0,4147.9
2001-01-02,4022.43,4022.43,4022.43,4022.43,1000000000.0,4022.43
2001-01-03,4044.51,4044.51,4044.51,4044.51,1000000000.0,4044.51
2001-01-04,4124.9,4124.9,4124.9,4124.9,1000000000.0,4124.9
2001-01-05,4140.61,4140.61,4140.61,4140.61,1000000000.0,4140.61
2001-01-08,4136.27,4136.27,4136.27,4136.27,1000000000.0,4136.27
2001-01-09,4159.38,4159.38,4159.38,4159.38,1000000000.0,4159.38
2001-01-10,4208.57,4208.57,4208.57,4208.57,1000000000.0,4208.57
2001-01-11,4176.41,4176.41,4176.41,4176.41,1000000000.0,4176.41
2001-01-12,4179.66,4179.66,4179.66,4179.66,1000000000.0,4179.66
2001-01-16,4135.03,4135.03,4135.03,4135.03,1000000000.0,4135.03
2001-01-17,3983.83,3983.83,3983.83,3983.83,1000000000.0,3983.83
2001-01-18,4062.01,4062.01,4062.01,4062.01,1000000000.0,4062.01
2001-01-19,4173.15,4173.15,4173.15,4173.15,1000000000.0,4173.15
2001-01-22,4173.15,4173.15,4173.15,4173.15,1000000000.0,4173.15
2001-01-23,4173.15,4173.15,4173.15,4173.15,1000000000.0,4173.15
2001-01-24,4173.15,4173.15,4173.15,4173.15,1000000000.0,4173.15
2001-01-25,4173.15,4173.15,4173.15,4173.15,1000000000.0,4173.15
2001-01-26,4173.15,4173.15,4173.15,4173.15,1000000000.0,4173.15
2001-01-29,4173.15,4173.15,4173.15,4173.15,1000000000.0,4173.15
2001-01-30,4173.15,4173.15,4173.15,4173.15,1000000000.0,4173.15
2001-01-31,4173.15,4173.15,4173.15,4173.15,1000000000.0,4173.15
2001-02-01,4173.15,4173.15,4173.15,4173.15,1000000000.0,4173.15
2001-02-02,4173.15,4173.15,4173.15,4173.15,1000000000.0,4173.15
2001-02-05,4066.78,4066.78,4066.78,4066.78,1000000000.0,4066.78
2001-02-06,4069.35,4069.35,4069.35,4069.35,1000000000.0,4069.35
2001-02-07,4174.52,4174.52,4174.52,4174.52,1000000000.0,4174.52
2001-02-08,4188.46,4188.46,4188.46,4188.46,1000000000.0,4188.46
2001-02-09,4151.44,4151.44,4151.44,4151.44,1000000000.0,4151.44
2001-02-12,4081.01,4081.01,4081.01,4081.01,1000000000.0,4081.01
2001-02-13,4095.18,4095.18,4095.18,4095.18,1000000000.0,4095.18
2001-02-14,4024.38,4024.38,4024.38,4024.38,1000000000.0,4024.38
2001-02-15,3969.97,3969.97,3969.97,3969.97,1000000000.0,3969.97
2001-02-16,3987.6,3987.6,3987.6,3987.6,1000000000.0,3987.6
2001-02-20,3950.47,3950.47,3950.47,3950.47,1000000000.0,3950.47
2001-02-21,3917.76,3917.76,3917.76,3917.76,1000000000.0,3917.76
2001-02-22,3924.97,3924.97,3924.97,3924.97,1000000000.0,3924.97
2001-02-23,3941.67,3941.67,3941.67,3941.67,1000000000.0,3941.67
2001-02-26,3902.83,3902.83,3902.83,3902.83,1000000000.0,3902.83
2001-02-27,3907.53,3907.53,3907.53,3907.53,1000000000.0,3907.53
2001-02-28,3872.93,3872.93,3872.93,3872.93,1000000000.0,3872.93
2001-03-01,3887.73,3887.73,3887.73,3887.73,1000000000.0,3887.73
2001-03-02,3913.48,3913.48,3913.48,3913.48,1000000000.0,3913.48
2001-03-05,3980.12,3980.12,3980.12,3980.12,1000000000.0,3980.12
2001-03-06,3965.72,3965.72,3965.72,3965.72,1000000000.0,3965.72
2001-03-07,4006.54,4006.54,4006.54,4006.54,1000000000.0,4006.54
2001-03-08,3958.58,3958.58,3958.58,3958.58,1000000000.0,3958.58
2001-03-09,3909.5,3909.5,3909.5,3909.5,1000000000.0,3909.5
2001-03-12,3915.04,3915.04,3915.04,3915.04,1000000000.0,3915.04
2001-03-13,3871.64,3871.64,3871.64,3871.64,1000000000.0,3871.64
2001-03-14,3775.16,3775.16,3775.16,3775.16,1000000000.0,3775.16
2001-03-15,3766.11,3766.11,3766.11,3766.11,1000000000.0,3766.11
2001-03-16,3773.35,3773.35,3773.35,3773.35,1000000000.0,3773.35
2001-03-19,3740.87,3740.87,3740.87,3740.87,1000000000.0,3740.87
2001-03-20,3749.9,3749.9,3749.9,3749.9,1000000000.0,3749.9
2001-03-21,3770.5,3770.5,3770.5,3770.5,1000000000.0,3770.5
2001-03-22,3757.61,3757.61,3757.61,3757.61,1000000000.0,3757.61
2001-03-23,3826.39,3826.39,3826.39,3826.39,1000000000.0,3826.39
2001-03-26,3847.33,3847.33,3847.33,3847.33,1000000000.0,3847.33
2001-03-27,3908.11,3908.11,3908.11,3908.11,1000000000.0,3908.11
2001-03-28,3793.21,3793.21,3793.21,3793.21,1000000000.0,3793.21
2001-03-29,3764.04,3764.04,3764.04,3764.04,1000000000.0,3764.04
2001-03-30,3721.13,3721.13,3721.13,3721.13,1000000000.0,3721.13
2001-04-02,3688.73,3688.73,3688.73,3688.73,1000000000.0,3688.73
2001-04-03,3742.49,3742.49,3742.49,3742.49,1000000000.0,3742.49
2001-04-04,3833.69,3833.69,3833.69,3833.69,1000000000.0,3833.69
2001-04-05,3870.97,3870.97,3870.97,3870.97,1000000000.0,3870.97
2001-04-06,3842.53,3842.53,3842.53,3842.53,1000000000.0,3842.53
2001-04-09,3875.48,3875.48,3875.48,3875.48,1000000000.0,3875.48
2001-04-10,3976.61,3976.61,3976.61,3976.61,1000000000.0,3976.61
2001-04-11,3952.6,3952.6,3952.6,3952.6,1000000000.0,3952.6
2001-04-12,3966.61,3966.61,3966.61,3966.61,1000000000.0,3966.61
2001-04-16,4024.93,4024.93,4024.93,4024.93,1000000000.0,4024.93
2001-04-17,3984.75,3984.75,3984.75,3984.75,1000000000.0,3984.75
2001-04-18,3958.97,3958.97,3958.97,3958.97,1000000000.0,3958.97
2001-04-19,3930.66,3930.66,3930.66,3930.66,1000000000.0,3930.66
2001-04-20,3896.42,3896.42,3896.42,3896.42,1000000000.0,3896.42
2001-04-23,3890.82,3890.82,3890.82,3890.82,1000000000.0,3890.82
2001-04-24,3843.86,3843.86,3843.86,3843.86,1000000000.0,3843.86
2001-04-25,3862.92,3862.92,3862.92,3862.92,1000000000.0,3862.92
2001-04-26,3934.49,3934.49,3934.49,3934.49,1000000000.0,3934.49
2001-04-27,3917.47,3917.47,3917.47,3917.47,1000000000.0,3917.47
2001-04-30,3920.97,3920.97,3920.97,3920.97,1000000000.0,3920.97
2001-05-01,3920.97,3920.97,3920.97,3920.97,1000000000.0,3920.97
2001-05-02,3920.97,3920.97,3920.97,3920.97,1000000000.0,3920.97
2001-05-03,3920.97,3920.97,3920.97,3920.97,1000000000.0,3920.97
2001-05-04,3920.97,3920.97,3920.97,3920.97,1000000000.0,3920.97
2001-05-07,3920.97,3920.97,3920.97,3920.97,1000000000.0,3920.97
2001-05-08,3838.22,3838.22,3838.22,3838.22,1000000000.0,3838.22
2001-05-09,3868.75,3868.75,3868.75,3868.75,1000000000.0,3868.75
2001-05-10,3897.4,3897.4,3897.4,3897.4,1000000000.0,3897.4
2001-05-11,3877.15,3877.15,3877.15,3877.15,1000000000.0,3877.15
2001-05-14,3884.55,3884.55,3884.55,3884.55,1000000000.0,3884.55
2001-05-15,3924.69,3924.69,3924.69,3924.69,1000000000.0,3924.69
2001-05-16,3887.57,3887.57,3887.57,3887.57,1000000000.0,3887.57
2001-05-17,3898.38,3898.38,3898.38,3898.38,1000000000.0,3898.38
2001-05-18,3978.64,3978.64,3978.64,3978.64,1000000000.0,3978.64
2001-05-21,3963.36,3963.36,3963.36,3963.36,1000000000.0,3963.36
2001-05-22,3938.89,3938.89,3938.89,3938.89,1000000000.0,3938.89
2001-05-23,3922.23,3922.23,3922.23,3922.23,1000000000.0,3922.23
2001-05-24,3849.68,3849.68,3849.68,3849.68,1000000000.0,3849.68
2001-05-25,3820.41,3820.41,3820.41,3820.41,1000000000.0,3820.41
2001-05-29,3819.21,3819.21,3819.21,3819.21,1000000000.0,3819.21
2001-05-30,3822.08,3822.08,3822.08,3822.08,1000000000.0,3822.08
2001-05-31,3809.28,3809.28,3809.28,3809.28,1000000000.0,3809.28
2001-06-01,3795.96,3795.96,3795.96,3795.96,1000000000.0,3795.96
2001-06-04,3805.39,3805.39,3805.39,3805.39,1000000000.0,3805.39
2001-06-05,3802.93,3802.93,3802.93,3802.93,1000000000.0,3802.93
